l,T,S,
2.1, 0.4,0.0753678, 
2.1, 0.5,0.149563, 
2.1, 0.6,0, 
2.1, 0.7,0, 
2.1, 0.8,0, 
2.1, 0.9,0, 
2.1, 1,0, 
2.1, 1.1,0, 
2.1, 1.2,0.13503, 
2.1, 1.3,0, 
2.1, 1.4,0, 
2.1, 1.5,0, 
2.1, 1.6,0, 
2.1, 1.7,0, 
2.1, 1.8,0, 
2.1, 1.9,0, 
2.1, 2,0, 
2.1, 2.1,0, 
2.1, 2.2,0, 
2.1, 2.3,0, 
2.1, 2.4,0, 
2.1, 2.5,0, 
2.1, 2.6,0, 
2.1, 2.7,0, 
2.1, 2.8,0, 
2.1, 2.9,0, 
2.1, 3,0, 
2.1, 3.1,0, 
2.1, 3.2,0, 
2.1, 3.3,0, 
2.1, 3.4,0, 
2.1, 3.5,0, 
2.1, 3.6,0, 
2.1, 3.7,0, 
2.1, 3.8,0, 
2.1, 3.9,0, 
2.1, 4,0, 
2.1, 4.1,0, 
2.1, 4.2,0, 
2.1, 4.3,0, 
2.1, 4.4,0, 
2.1, 4.5,0, 
2.1, 4.6,0, 
2.1, 4.7,0, 
2.1, 4.8,0, 
2.1, 4.9,0, 
2.1, 5,0, 
2.2, 0.1,0.112988, 
2.2, 0.2,0.0802675, 
2.2, 0.3,0.0500571, 
2.2, 0.4,0, 
2.2, 0.5,0, 
2.2, 0.6,0, 
2.2, 0.7,0, 
2.2, 0.8,0, 
2.2, 0.9,0, 
2.2, 1,0.111253, 
2.2, 1.1,0, 
2.2, 1.2,0, 
2.2, 1.3,0.128343, 
2.2, 1.4,0.151428, 
2.2, 1.5,0, 
2.2, 1.6,0, 
2.2, 1.7,0.130888, 
2.2, 1.8,0, 
2.2, 1.9,0, 
2.2, 2,0, 
2.2, 2.1,0, 
2.2, 2.2,0, 
2.2, 2.3,0, 
2.2, 2.4,0, 
2.2, 2.5,0, 
2.2, 2.6,0, 
2.2, 2.7,0, 
2.2, 2.8,0, 
2.2, 2.9,0, 
2.2, 3,0, 
2.2, 3.1,0, 
2.2, 3.2,0, 
2.2, 3.3,0, 
2.2, 3.4,0, 
2.2, 3.5,0, 
2.2, 3.6,0, 
2.2, 3.7,0, 
2.2, 3.8,0, 
2.2, 3.9,0, 
2.2, 4,0, 
2.2, 4.1,0, 
2.2, 4.2,0, 
2.2, 4.3,0, 
2.2, 4.4,0, 
2.2, 4.5,0, 
2.2, 4.6,0, 
2.2, 4.7,0, 
2.2, 4.8,0, 
2.2, 4.9,0, 
2.2, 5,0, 
2.3, 0.1,0.144762, 
2.3, 0.2,0.101362, 
2.3, 0.3,0.0680978, 
2.3, 0.4,0.147837, 
2.3, 0.5,0.0769993, 
2.3, 0.6,0.0963774, 
2.3, 0.7,0.10219, 
2.3, 0.8,0, 
2.3, 0.9,0.124171, 
2.3, 1,0, 
2.3, 1.1,0.140305, 
2.3, 1.2,0, 
2.3, 1.3,0, 
2.3, 1.4,0, 
2.3, 1.5,0, 
2.3, 1.6,0, 
2.3, 1.7,0, 
2.3, 1.8,0, 
2.3, 1.9,0, 
2.3, 2,0, 
2.3, 2.1,0, 
2.3, 2.2,0, 
2.3, 2.3,0, 
2.3, 2.4,0, 
2.3, 2.5,0, 
2.3, 2.6,0, 
2.3, 2.7,0, 
2.3, 2.8,0, 
2.3, 2.9,0.195745, 
2.3, 3,0, 
2.3, 3.1,0, 
2.3, 3.2,0, 
2.3, 3.3,0, 
2.3, 3.4,0, 
2.3, 3.5,0, 
2.3, 3.6,0, 
2.3, 3.7,0, 
2.3, 3.8,0, 
2.3, 3.9,0, 
2.3, 4,0, 
2.3, 4.1,0, 
2.3, 4.2,0, 
2.3, 4.3,0, 
2.3, 4.4,0, 
2.3, 4.5,0, 
2.3, 4.6,0, 
2.3, 4.7,0, 
2.3, 4.8,0, 
2.3, 4.9,0, 
2.3, 5,0, 
2.4, 0.1,0.168012, 
2.4, 0.2,0.0986441, 
2.4, 0.3,0, 
2.4, 0.4,0, 
2.4, 0.5,0, 
2.4, 0.6,0, 
2.4, 0.7,0, 
2.4, 0.8,0, 
2.4, 0.9,0, 
2.4, 1,0, 
2.4, 1.1,0, 
2.4, 1.2,0.126453, 
2.4, 1.3,0, 
2.4, 1.4,0, 
2.4, 1.5,0, 
2.4, 1.6,0, 
2.4, 1.7,0, 
2.4, 1.8,0, 
2.4, 1.9,0, 
2.4, 2,0, 
2.4, 2.1,0, 
2.4, 2.2,0.168005, 
2.4, 2.3,0, 
2.4, 2.4,0, 
2.4, 2.5,0, 
2.4, 2.6,0, 
2.4, 2.7,0, 
2.4, 2.8,0, 
2.4, 2.9,0, 
2.4, 3,0, 
2.4, 3.1,0, 
2.4, 3.2,0, 
2.4, 3.3,0, 
2.4, 3.4,0, 
2.4, 3.5,0, 
2.4, 3.6,0, 
2.4, 3.7,0, 
2.4, 3.8,0, 
2.4, 3.9,0, 
2.4, 4,0, 
2.4, 4.1,0, 
2.4, 4.2,0, 
2.4, 4.3,0, 
2.4, 4.4,0, 
2.4, 4.5,0, 
2.4, 4.6,0, 
2.4, 4.7,0, 
2.4, 4.8,0, 
2.4, 4.9,0, 
2.4, 5,0, 
2.5, 0.1,0.106259, 
2.5, 0.2,0, 
2.5, 0.3,0.0663427, 
2.5, 0.4,0.152132, 
2.5, 0.5,0.0942046, 
2.5, 0.6,0.097818, 
2.5, 0.7,0.100791, 
2.5, 0.8,0, 
2.5, 0.9,0.129888, 
2.5, 1,0, 
2.5, 1.1,0, 
2.5, 1.2,0, 
2.5, 1.3,0, 
2.5, 1.4,0, 
2.5, 1.5,0, 
2.5, 1.6,0, 
2.5, 1.7,0, 
2.5, 1.8,0, 
2.5, 1.9,0, 
2.5, 2,0, 
2.5, 2.1,0, 
2.5, 2.2,0, 
2.5, 2.3,0, 
2.5, 2.4,0, 
2.5, 2.5,0, 
2.5, 2.6,0, 
2.5, 2.7,0, 
2.5, 2.8,0, 
2.5, 2.9,0, 
2.5, 3,0, 
2.5, 3.1,0, 
2.5, 3.2,0, 
2.5, 3.3,0, 
2.5, 3.4,0, 
2.5, 3.5,0, 
2.5, 3.6,0, 
2.5, 3.7,0, 
2.5, 3.8,0, 
2.5, 3.9,0, 
2.5, 4,0, 
2.5, 4.1,0, 
2.5, 4.2,0, 
2.5, 4.3,0, 
2.5, 4.4,0, 
2.5, 4.5,0, 
2.5, 4.6,0, 
2.5, 4.7,0, 
2.5, 4.8,0, 
2.5, 4.9,0, 
2.5, 5,0, 
2.6, 0.1,0.0919508, 
2.6, 0.2,0.050023, 
2.6, 0.3,0.078933, 
2.6, 0.4,0.0861463, 
2.6, 0.5,0.167768, 
2.6, 0.6,0, 
2.6, 0.7,0, 
2.6, 0.8,0.104573, 
2.6, 0.9,0.121807, 
2.6, 1,0.144494, 
2.6, 1.1,0, 
2.6, 1.2,0.145052, 
2.6, 1.3,0, 
2.6, 1.4,0, 
2.6, 1.5,0, 
2.6, 1.6,0, 
2.6, 1.7,0, 
2.6, 1.8,0, 
2.6, 1.9,0, 
2.6, 2,0, 
2.6, 2.1,0, 
2.6, 2.2,0, 
2.6, 2.3,0, 
2.6, 2.4,0, 
2.6, 2.5,0, 
2.6, 2.6,0, 
2.6, 2.7,0, 
2.6, 2.8,0, 
2.6, 2.9,0, 
2.6, 3,0, 
2.6, 3.1,0, 
2.6, 3.2,0, 
2.6, 3.3,0, 
2.6, 3.4,0, 
2.6, 3.5,0, 
2.6, 3.6,0, 
2.6, 3.7,0, 
2.6, 3.8,0, 
2.6, 3.9,0, 
2.6, 4,0, 
2.6, 4.1,0, 
2.6, 4.2,0, 
2.6, 4.3,0, 
2.6, 4.4,0, 
2.6, 4.5,0, 
2.6, 4.6,0, 
2.6, 4.7,0, 
2.6, 4.8,0, 
2.6, 4.9,0, 
2.6, 5,0, 
2.7, 0.1,0.102675, 
2.7, 0.2,0.0432784, 
2.7, 0.3,0, 
2.7, 0.4,0.0887513, 
2.7, 0.5,0.095622, 
2.7, 0.6,0.0997864, 
2.7, 0.7,0, 
2.7, 0.8,0, 
2.7, 0.9,0, 
2.7, 1,0, 
2.7, 1.1,0, 
2.7, 1.2,0, 
2.7, 1.3,0.148652, 
2.7, 1.4,0, 
2.7, 1.5,0, 
2.7, 1.6,0, 
2.7, 1.7,0, 
2.7, 1.8,0, 
2.7, 1.9,0, 
2.7, 2,0, 
2.7, 2.1,0, 
2.7, 2.2,0, 
2.7, 2.3,0, 
2.7, 2.4,0, 
2.7, 2.5,0, 
2.7, 2.6,0, 
2.7, 2.7,0, 
2.7, 2.8,0, 
2.7, 2.9,0, 
2.7, 3,0, 
2.7, 3.1,0, 
2.7, 3.2,0, 
2.7, 3.3,0, 
2.7, 3.4,0, 
2.7, 3.5,0, 
2.7, 3.6,0, 
2.7, 3.7,0, 
2.7, 3.8,0, 
2.7, 3.9,0, 
2.7, 4,0, 
2.7, 4.1,0, 
2.7, 4.2,0, 
2.7, 4.3,0, 
2.7, 4.4,0, 
2.7, 4.5,0, 
2.7, 4.6,0, 
2.7, 4.7,0, 
2.7, 4.8,0, 
2.7, 4.9,0, 
2.7, 5,0, 
2.8, 0.1,0.0895775, 
2.8, 0.2,0.101655, 
2.8, 0.3,0.0640448, 
2.8, 0.4,0, 
2.8, 0.5,0, 
2.8, 0.6,0, 
2.8, 0.7,0, 
2.8, 0.8,0, 
2.8, 0.9,0, 
2.8, 1,0.135699, 
2.8, 1.1,0, 
2.8, 1.2,0, 
2.8, 1.3,0, 
2.8, 1.4,0, 
2.8, 1.5,0, 
2.8, 1.6,0, 
2.8, 1.7,0, 
2.8, 1.8,0, 
2.8, 1.9,0, 
2.8, 2,0, 
2.8, 2.1,0, 
2.8, 2.2,0, 
2.8, 2.3,0, 
2.8, 2.4,0, 
2.8, 2.5,0, 
2.8, 2.6,0, 
2.8, 2.7,0, 
2.8, 2.8,0, 
2.8, 2.9,0, 
2.8, 3,0, 
2.8, 3.1,0, 
2.8, 3.2,0, 
2.8, 3.3,0, 
2.8, 3.4,0, 
2.8, 3.5,0, 
2.8, 3.6,0, 
2.8, 3.7,0, 
2.8, 3.8,0, 
2.8, 3.9,0, 
2.8, 4,0, 
2.8, 4.1,0, 
2.8, 4.2,0, 
2.8, 4.3,0, 
2.8, 4.4,0, 
2.8, 4.5,0, 
2.8, 4.6,0, 
2.8, 4.7,0, 
2.8, 4.8,0, 
2.8, 4.9,0, 
2.8, 5,0, 
2.9, 0.1,0.0873861, 
2.9, 0.2,0, 
2.9, 0.3,0.149468, 
2.9, 0.4,0, 
2.9, 0.5,0.0943901, 
2.9, 0.6,0.116201, 
2.9, 0.7,0.11704, 
2.9, 0.8,0, 
2.9, 0.9,0, 
2.9, 1,0, 
2.9, 1.1,0, 
2.9, 1.2,0, 
2.9, 1.3,0, 
2.9, 1.4,0, 
2.9, 1.5,0, 
2.9, 1.6,0, 
2.9, 1.7,0, 
2.9, 1.8,0, 
2.9, 1.9,0, 
2.9, 2,0, 
2.9, 2.1,0, 
2.9, 2.2,0, 
2.9, 2.3,0, 
2.9, 2.4,0, 
2.9, 2.5,0, 
2.9, 2.6,0, 
2.9, 2.7,0, 
2.9, 2.8,0, 
2.9, 2.9,0, 
2.9, 3,0, 
2.9, 3.1,0, 
2.9, 3.2,0, 
2.9, 3.3,0, 
2.9, 3.4,0, 
2.9, 3.5,0, 
2.9, 3.6,0, 
2.9, 3.7,0, 
2.9, 3.8,0, 
2.9, 3.9,0, 
2.9, 4,0, 
2.9, 4.1,0, 
2.9, 4.2,0, 
2.9, 4.3,0, 
2.9, 4.4,0, 
2.9, 4.5,0, 
2.9, 4.6,0, 
2.9, 4.7,0, 
2.9, 4.8,0, 
2.9, 4.9,0, 
2.9, 5,0, 
3, 0.1,0.0776094, 
3, 0.2,0.107399, 
3, 0.3,0.0689516, 
3, 0.4,0.0879244, 
3, 0.5,0.0914616, 
3, 0.6,0, 
3, 0.7,0, 
3, 0.8,0, 
3, 0.9,0, 
3, 1,0.131538, 
3, 1.1,0, 
3, 1.2,0, 
3, 1.3,0, 
3, 1.4,0, 
3, 1.5,0, 
3, 1.6,0, 
3, 1.7,0, 
3, 1.8,0, 
3, 1.9,0, 
3, 2,0, 
3, 2.1,0, 
3, 2.2,0, 
3, 2.3,0, 
3, 2.4,0, 
3, 2.5,0, 
3, 2.6,0, 
3, 2.7,0, 
3, 2.8,0, 
3, 2.9,0, 
3, 3,0, 
3, 3.1,0, 
3, 3.2,0, 
3, 3.3,0, 
3, 3.4,0, 
3, 3.5,0, 
3, 3.6,0, 
3, 3.7,0, 
3, 3.8,0, 
3, 3.9,0, 
3, 4,0, 
3, 4.1,0, 
3, 4.2,0, 
3, 4.3,0, 
3, 4.4,0, 
3, 4.5,0, 
3, 4.6,0, 
3, 4.7,0, 
3, 4.8,0, 
3, 4.9,0, 
3, 5,0, 
3.1, 0.1,0.0719358, 
3.1, 0.2,0.10842, 
3.1, 0.3,0, 
3.1, 0.4,0.0891092, 
3.1, 0.5,0.0984084, 
3.1, 0.6,0, 
3.1, 0.7,0, 
3.1, 0.8,0, 
3.1, 0.9,0, 
3.1, 1,0, 
3.1, 1.1,0, 
3.1, 1.2,0, 
3.1, 1.3,0, 
3.1, 1.4,0, 
3.1, 1.5,0, 
3.1, 1.6,0, 
3.1, 1.7,0, 
3.1, 1.8,0, 
3.1, 1.9,0, 
3.1, 2,0, 
3.1, 2.1,0, 
3.1, 2.2,0, 
3.1, 2.3,0, 
3.1, 2.4,0, 
3.1, 2.5,0, 
3.1, 2.6,0, 
3.1, 2.7,0, 
3.1, 2.8,0, 
3.1, 2.9,0, 
3.1, 3,0, 
3.1, 3.1,0, 
3.1, 3.2,0, 
3.1, 3.3,0, 
3.1, 3.4,0, 
3.1, 3.5,0, 
3.1, 3.6,0, 
3.1, 3.7,0, 
3.1, 3.8,0, 
3.1, 3.9,0, 
3.1, 4,0, 
3.1, 4.1,0, 
3.1, 4.2,0, 
3.1, 4.3,0, 
3.1, 4.4,0, 
3.1, 4.5,0, 
3.1, 4.6,0, 
3.1, 4.7,0, 
3.1, 4.8,0, 
3.1, 4.9,0, 
3.1, 5,0, 
3.2, 0.1,0.124554, 
3.2, 0.2,0.0667187, 
3.2, 0.3,0, 
3.2, 0.4,0, 
3.2, 0.5,0, 
3.2, 0.6,0, 
3.2, 0.7,0, 
3.2, 0.8,0, 
3.2, 0.9,0.127228, 
3.2, 1,0, 
3.2, 1.1,0, 
3.2, 1.2,0, 
3.2, 1.3,0, 
3.2, 1.4,0, 
3.2, 1.5,0, 
3.2, 1.6,0, 
3.2, 1.7,0, 
3.2, 1.8,0, 
3.2, 1.9,0, 
3.2, 2,0, 
3.2, 2.1,0, 
3.2, 2.2,0, 
3.2, 2.3,0, 
3.2, 2.4,0, 
3.2, 2.5,0, 
3.2, 2.6,0, 
3.2, 2.7,0, 
3.2, 2.8,0, 
3.2, 2.9,0, 
3.2, 3,0, 
3.2, 3.1,0, 
3.2, 3.2,0, 
3.2, 3.3,0, 
3.2, 3.4,0, 
3.2, 3.5,0, 
3.2, 3.6,0, 
3.2, 3.7,0, 
3.2, 3.8,0, 
3.2, 3.9,0, 
3.2, 4,0, 
3.2, 4.1,0, 
3.2, 4.2,0, 
3.2, 4.3,0, 
3.2, 4.4,0, 
3.2, 4.5,0, 
3.2, 4.6,0, 
3.2, 4.7,0, 
3.2, 4.8,0, 
3.2, 4.9,0, 
3.2, 5,0, 
3.3, 0.1,0.184139, 
3.3, 0.2,0.0560633, 
3.3, 0.3,0.0842417, 
3.3, 0.4,0.100955, 
3.3, 0.5,0.0949887, 
3.3, 0.6,0, 
3.3, 0.7,0, 
3.3, 0.8,0, 
3.3, 0.9,0, 
3.3, 1,0, 
3.3, 1.1,0, 
3.3, 1.2,0, 
3.3, 1.3,0, 
3.3, 1.4,0, 
3.3, 1.5,0, 
3.3, 1.6,0, 
3.3, 1.7,0, 
3.3, 1.8,0, 
3.3, 1.9,0, 
3.3, 2,0, 
3.3, 2.1,0, 
3.3, 2.2,0, 
3.3, 2.3,0, 
3.3, 2.4,0, 
3.3, 2.5,0, 
3.3, 2.6,0, 
3.3, 2.7,0, 
3.3, 2.8,0, 
3.3, 2.9,0, 
3.3, 3,0, 
3.3, 3.1,0, 
3.3, 3.2,0, 
3.3, 3.3,0, 
3.3, 3.4,0, 
3.3, 3.5,0, 
3.3, 3.6,0, 
3.3, 3.7,0, 
3.3, 3.8,0, 
3.3, 3.9,0, 
3.3, 4,0, 
3.3, 4.1,0, 
3.3, 4.2,0, 
3.3, 4.3,0, 
3.3, 4.4,0, 
3.3, 4.5,0, 
3.3, 4.6,0, 
3.3, 4.7,0, 
3.3, 4.8,0, 
3.3, 4.9,0, 
3.3, 5,0, 
3.4, 0.1,0.094989, 
3.4, 0.2,0.109882, 
3.4, 0.3,0, 
3.4, 0.4,0, 
3.4, 0.5,0, 
3.4, 0.6,0, 
3.4, 0.7,0, 
3.4, 0.8,0, 
3.4, 0.9,0, 
3.4, 1,0, 
3.4, 1.1,0, 
3.4, 1.2,0, 
3.4, 1.3,0, 
3.4, 1.4,0, 
3.4, 1.5,0, 
3.4, 1.6,0, 
3.4, 1.7,0, 
3.4, 1.8,0, 
3.4, 1.9,0, 
3.4, 2,0, 
3.4, 2.1,0, 
3.4, 2.2,0, 
3.4, 2.3,0, 
3.4, 2.4,0, 
3.4, 2.5,0, 
3.4, 2.6,0, 
3.4, 2.7,0, 
3.4, 2.8,0, 
3.4, 2.9,0, 
3.4, 3,0, 
3.4, 3.1,0, 
3.4, 3.2,0, 
3.4, 3.3,0, 
3.4, 3.4,0, 
3.4, 3.5,0, 
3.4, 3.6,0, 
3.4, 3.7,0, 
3.4, 3.8,0, 
3.4, 3.9,0, 
3.4, 4,0, 
3.4, 4.1,0, 
3.4, 4.2,0, 
3.4, 4.3,0, 
3.4, 4.4,0, 
3.4, 4.5,0, 
3.4, 4.6,0, 
3.4, 4.7,0, 
3.4, 4.8,0, 
3.4, 4.9,0, 
3.4, 5,0, 
3.5, 0.1,0.161567, 
3.5, 0.2,0.118117, 
3.5, 0.3,0.0658643, 
3.5, 0.4,0, 
3.5, 0.5,0, 
3.5, 0.6,0, 
3.5, 0.7,0.133779, 
3.5, 0.8,0, 
3.5, 0.9,0, 
3.5, 1,0, 
3.5, 1.1,0, 
3.5, 1.2,0, 
3.5, 1.3,0, 
3.5, 1.4,0, 
3.5, 1.5,0, 
3.5, 1.6,0, 
3.5, 1.7,0, 
3.5, 1.8,0, 
3.5, 1.9,0, 
3.5, 2,0, 
3.5, 2.1,0, 
3.5, 2.2,0, 
3.5, 2.3,0, 
3.5, 2.4,0, 
3.5, 2.5,0, 
3.5, 2.6,0, 
3.5, 2.7,0, 
3.5, 2.8,0, 
3.5, 2.9,0, 
3.5, 3,0, 
3.5, 3.1,0, 
3.5, 3.2,0, 
3.5, 3.3,0, 
3.5, 3.4,0, 
3.5, 3.5,0, 
3.5, 3.6,0, 
3.5, 3.7,0, 
3.5, 3.8,0, 
3.5, 3.9,0, 
3.5, 4,0, 
3.5, 4.1,0, 
3.5, 4.2,0, 
3.5, 4.3,0, 
3.5, 4.4,0, 
3.5, 4.5,0, 
3.5, 4.6,0, 
3.5, 4.7,0, 
3.5, 4.8,0, 
3.5, 4.9,0, 
3.5, 5,0, 
3.6, 0.1,0.119527, 
3.6, 0.2,0, 
3.6, 0.3,0.0749463, 
3.6, 0.4,0.089171, 
3.6, 0.5,0.117951, 
3.6, 0.6,0, 
3.6, 0.7,0, 
3.6, 0.8,0, 
3.6, 0.9,0.143612, 
3.6, 1,0, 
3.6, 1.1,0, 
3.6, 1.2,0, 
3.6, 1.3,0, 
3.6, 1.4,0, 
3.6, 1.5,0, 
3.6, 1.6,0, 
3.6, 1.7,0, 
3.6, 1.8,0, 
3.6, 1.9,0, 
3.6, 2,0, 
3.6, 2.1,0, 
3.6, 2.2,0, 
3.6, 2.3,0, 
3.6, 2.4,0, 
3.6, 2.5,0, 
3.6, 2.6,0, 
3.6, 2.7,0, 
3.6, 2.8,0, 
3.6, 2.9,0, 
3.6, 3,0, 
3.6, 3.1,0, 
3.6, 3.2,0, 
3.6, 3.3,0, 
3.6, 3.4,0, 
3.6, 3.5,0, 
3.6, 3.6,0, 
3.6, 3.7,0, 
3.6, 3.8,0, 
3.6, 3.9,0, 
3.6, 4,0, 
3.6, 4.1,0, 
3.6, 4.2,0, 
3.6, 4.3,0, 
3.6, 4.4,0, 
3.6, 4.5,0, 
3.6, 4.6,0, 
3.6, 4.7,0, 
3.6, 4.8,0, 
3.6, 4.9,0, 
3.6, 5,0, 
3.7, 0.1,0.135662, 
3.7, 0.2,0, 
3.7, 0.3,0.0806468, 
3.7, 0.4,0, 
3.7, 0.5,0, 
3.7, 0.6,0, 
3.7, 0.7,0.110693, 
3.7, 0.8,0, 
3.7, 0.9,0, 
3.7, 1,0, 
3.7, 1.1,0, 
3.7, 1.2,0, 
3.7, 1.3,0, 
3.7, 1.4,0, 
3.7, 1.5,0, 
3.7, 1.6,0, 
3.7, 1.7,0, 
3.7, 1.8,0, 
3.7, 1.9,0, 
3.7, 2,0, 
3.7, 2.1,0, 
3.7, 2.2,0, 
3.7, 2.3,0, 
3.7, 2.4,0, 
3.7, 2.5,0, 
3.7, 2.6,0, 
3.7, 2.7,0, 
3.7, 2.8,0, 
3.7, 2.9,0, 
3.7, 3,0, 
3.7, 3.1,0, 
3.7, 3.2,0, 
3.7, 3.3,0, 
3.7, 3.4,0, 
3.7, 3.5,0, 
3.7, 3.6,0, 
3.7, 3.7,0, 
3.7, 3.8,0, 
3.7, 3.9,0, 
3.7, 4,0, 
3.7, 4.1,0, 
3.7, 4.2,0, 
3.7, 4.3,0, 
3.7, 4.4,0, 
3.7, 4.5,0, 
3.7, 4.6,0, 
3.7, 4.7,0, 
3.7, 4.8,0, 
3.7, 4.9,0, 
3.7, 5,0, 
3.8, 0.1,0.128744, 
3.8, 0.2,0.114143, 
3.8, 0.3,0, 
3.8, 0.4,0, 
3.8, 0.5,0, 
3.8, 0.6,0, 
3.8, 0.7,0, 
3.8, 0.8,0, 
3.8, 0.9,0, 
3.8, 1,0, 
3.8, 1.1,0, 
3.8, 1.2,0, 
3.8, 1.3,0.17842, 
3.8, 1.4,0, 
3.8, 1.5,0, 
3.8, 1.6,0, 
3.8, 1.7,0, 
3.8, 1.8,0, 
3.8, 1.9,0, 
3.8, 2,0, 
3.8, 2.1,0, 
3.8, 2.2,0, 
3.8, 2.3,0, 
3.8, 2.4,0, 
3.8, 2.5,0, 
3.8, 2.6,0, 
3.8, 2.7,0, 
3.8, 2.8,0, 
3.8, 2.9,0, 
3.8, 3,0, 
3.8, 3.1,0, 
3.8, 3.2,0, 
3.8, 3.3,0, 
3.8, 3.4,0, 
3.8, 3.5,0, 
3.8, 3.6,0, 
3.8, 3.7,0, 
3.8, 3.8,0, 
3.8, 3.9,0, 
3.8, 4,0, 
3.8, 4.1,0, 
3.8, 4.2,0, 
3.8, 4.3,0, 
3.8, 4.4,0, 
3.8, 4.5,0, 
3.8, 4.6,0, 
3.8, 4.7,0, 
3.8, 4.8,0, 
3.8, 4.9,0, 
3.8, 5,0, 
3.9, 0.1,0.0837777, 
3.9, 0.2,0, 
3.9, 0.3,0, 
3.9, 0.4,0.0940394, 
3.9, 0.5,0, 
3.9, 0.6,0, 
3.9, 0.7,0.143207, 
3.9, 0.8,0, 
3.9, 0.9,0, 
3.9, 1,0, 
3.9, 1.1,0, 
3.9, 1.2,0, 
3.9, 1.3,0, 
3.9, 1.4,0, 
3.9, 1.5,0, 
3.9, 1.6,0, 
3.9, 1.7,0, 
3.9, 1.8,0, 
3.9, 1.9,0, 
3.9, 2,0, 
3.9, 2.1,0, 
3.9, 2.2,0, 
3.9, 2.3,0, 
3.9, 2.4,0, 
3.9, 2.5,0, 
3.9, 2.6,0, 
3.9, 2.7,0, 
3.9, 2.8,0, 
3.9, 2.9,0, 
3.9, 3,0, 
3.9, 3.1,0, 
3.9, 3.2,0, 
3.9, 3.3,0, 
3.9, 3.4,0, 
3.9, 3.5,0, 
3.9, 3.6,0, 
3.9, 3.7,0, 
3.9, 3.8,0, 
3.9, 3.9,0, 
3.9, 4,0, 
3.9, 4.1,0, 
3.9, 4.2,0, 
3.9, 4.3,0, 
3.9, 4.4,0, 
3.9, 4.5,0, 
3.9, 4.6,0, 
3.9, 4.7,0, 
3.9, 4.8,0, 
3.9, 4.9,0, 
3.9, 5,0, 
4, 0.1,0.11043, 
4, 0.2,0.12981, 
4, 0.3,0.193541, 
4, 0.4,0, 
4, 0.5,0, 
4, 0.6,0, 
4, 0.7,0, 
4, 0.8,0.133362, 
4, 0.9,0, 
4, 1,0, 
4, 1.1,0, 
4, 1.2,0, 
4, 1.3,0, 
4, 1.4,0, 
4, 1.5,0, 
4, 1.6,0, 
4, 1.7,0, 
4, 1.8,0, 
4, 1.9,0, 
4, 2,0, 
4, 2.1,0, 
4, 2.2,0, 
4, 2.3,0, 
4, 2.4,0, 
4, 2.5,0, 
4, 2.6,0, 
4, 2.7,0, 
4, 2.8,0, 
4, 2.9,0, 
4, 3,0, 
4, 3.1,0, 
4, 3.2,0, 
4, 3.3,0, 
4, 3.4,0, 
4, 3.5,0, 
4, 3.6,0, 
4, 3.7,0, 
4, 3.8,0, 
4, 3.9,0, 
4, 4,0, 
4, 4.1,0, 
4, 4.2,0, 
4, 4.3,0, 
4, 4.4,0, 
4, 4.5,0, 
4, 4.6,0, 
4, 4.7,0, 
4, 4.8,0, 
4, 4.9,0, 
4, 5,0, 
4.1, 0.1,0.102496, 
4.1, 0.2,0.0757212, 
4.1, 0.3,0, 
4.1, 0.4,0, 
4.1, 0.5,0.111572, 
4.1, 0.6,0, 
4.1, 0.7,0, 
4.1, 0.8,0, 
4.1, 0.9,0, 
4.1, 1,0, 
4.1, 1.1,0, 
4.1, 1.2,0, 
4.1, 1.3,0, 
4.1, 1.4,0, 
4.1, 1.5,0, 
4.1, 1.6,0, 
4.1, 1.7,0, 
4.1, 1.8,0, 
4.1, 1.9,0, 
4.1, 2,0, 
4.1, 2.1,0, 
4.1, 2.2,0, 
4.1, 2.3,0, 
4.1, 2.4,0, 
4.1, 2.5,0, 
4.1, 2.6,0, 
4.1, 2.7,0, 
4.1, 2.8,0, 
4.1, 2.9,0, 
4.1, 3,0, 
4.1, 3.1,0, 
4.1, 3.2,0, 
4.1, 3.3,0, 
4.1, 3.4,0, 
4.1, 3.5,0, 
4.1, 3.6,0, 
4.1, 3.7,0, 
4.1, 3.8,0, 
4.1, 3.9,0, 
4.1, 4,0, 
4.1, 4.1,0, 
4.1, 4.2,0, 
4.1, 4.3,0, 
4.1, 4.4,0, 
4.1, 4.5,0, 
4.1, 4.6,0, 
4.1, 4.7,0, 
4.1, 4.8,0, 
4.1, 4.9,0, 
4.1, 5,0, 
4.2, 0.1,0.0987613, 
4.2, 0.2,0.073625, 
4.2, 0.3,0, 
4.2, 0.4,0, 
4.2, 0.5,0, 
4.2, 0.6,0, 
4.2, 0.7,0, 
4.2, 0.8,0, 
4.2, 0.9,0, 
4.2, 1,0, 
4.2, 1.1,0, 
4.2, 1.2,0, 
4.2, 1.3,0, 
4.2, 1.4,0, 
4.2, 1.5,0, 
4.2, 1.6,0, 
4.2, 1.7,0, 
4.2, 1.8,0, 
4.2, 1.9,0, 
4.2, 2,0, 
4.2, 2.1,0, 
4.2, 2.2,0, 
4.2, 2.3,0, 
4.2, 2.4,0, 
4.2, 2.5,0, 
4.2, 2.6,0, 
4.2, 2.7,0, 
4.2, 2.8,0, 
4.2, 2.9,0, 
4.2, 3,0, 
4.2, 3.1,0, 
4.2, 3.2,0, 
4.2, 3.3,0, 
4.2, 3.4,0, 
4.2, 3.5,0, 
